id,amount,create_time,user_id
154,1,2011-11-11 11:11:11,154
155,1,2011-11-11 11:11:11,155
156,1,2011-11-11 11:11:11,156
157,1,2011-11-11 11:11:11,157
158,1,2011-11-11 11:11:11,158
159,1,2011-11-11 11:11:11,159
160,1,2011-11-11 11:11:11,160
161,1,2011-11-11 11:11:11,161
162,1,2011-11-11 11:11:11,162
163,1,2011-11-11 11:11:11,163
164,1,2011-11-11 11:11:11,164
165,1,2011-11-11 11:11:11,165
166,1,2011-11-11 11:11:11,166
167,1,2011-11-11 11:11:11,167
168,1,2011-11-11 11:11:11,168
169,1,2011-11-11 11:11:11,169
170,1,2011-11-11 11:11:11,170
171,1,2011-11-11 11:11:11,171
172,1,2011-11-11 11:11:11,172
173,1,2011-11-11 11:11:11,173
174,1,2011-11-11 11:11:11,174
175,1,2011-11-11 11:11:11,175
176,1,2011-11-11 11:11:11,176
177,1,2011-11-11 11:11:11,177
178,1,2011-11-11 11:11:11,178
179,1,2011-11-11 11:11:11,179
180,1,2011-11-11 11:11:11,180
181,1,2011-11-11 11:11:11,51
182,1,2011-11-11 11:11:11,181
183,1,2011-11-11 11:11:11,163
184,1,2011-11-11 11:11:11,182
185,1,2011-11-11 11:11:11,183
186,1,2011-11-11 11:11:11,184
187,1,2011-11-11 11:11:11,185
188,1,2011-11-11 11:11:11,186
189,1,2011-11-11 11:11:11,187
190,1,2011-11-11 11:11:11,188
191,1,2011-11-11 11:11:11,189
192,1,2011-11-11 11:11:11,190
193,1,2011-11-11 11:11:11,191
194,1,2011-11-11 11:11:11,192
195,1,2011-11-11 11:11:11,193
196,1,2011-11-11 11:11:11,194
197,1,2011-11-11 11:11:11,195
198,1,2011-11-11 11:11:11,196
199,1,2011-11-11 11:11:11,197
200,1,2011-11-11 11:11:11,198
201,1,2011-11-11 11:11:11,199
202,1,2011-11-11 11:11:11,200
203,1,2011-11-11 11:11:11,201
204,1,2011-11-11 11:11:11,202
205,1,2011-11-11 11:11:11,203
206,1,2011-11-11 11:11:11,204
207,1,2011-11-11 11:11:11,205
208,1,2011-11-11 11:11:11,206
209,1,2011-11-11 11:11:11,207
210,1,2011-11-11 11:11:11,11
211,1,2011-11-11 11:11:11,208
212,1,2011-11-11 11:11:11,209
213,1,2011-11-11 11:11:11,210
214,1,2011-11-11 11:11:11,211
215,1,2011-11-11 11:11:11,212
216,1,2011-11-11 11:11:11,213
217,1,2011-11-11 11:11:11,214
218,1,2011-11-11 11:11:11,215
219,1,2011-11-11 11:11:11,216
220,1,2011-11-11 11:11:11,217
221,1,2011-11-11 11:11:11,218
222,1,2011-11-11 11:11:11,219
223,1,2011-11-11 11:11:11,220
224,1,2011-11-11 11:11:11,221
225,1,2011-11-11 11:11:11,222
226,1,2011-11-11 11:11:11,223
227,1,2011-11-11 11:11:11,224
228,1,2011-11-11 11:11:11,225
229,1,2011-11-11 11:11:11,226
230,1,2011-11-11 11:11:11,227
231,1,2011-11-11 11:11:11,228
232,1,2011-11-11 11:11:11,229
233,1,2011-11-11 11:11:11,230
234,1,2011-11-11 11:11:11,231
235,1,2011-11-11 11:11:11,232
236,1,2011-11-11 11:11:11,233
237,1,2011-11-11 11:11:11,234
238,1,2011-11-11 11:11:11,235
239,1,2011-11-11 11:11:11,236
240,1,2011-11-11 11:11:11,237
241,1,2011-11-11 11:11:11,238
242,1,2011-11-11 11:11:11,239
243,1,2011-11-11 11:11:11,240
244,1,2011-11-11 11:11:11,241
245,1,2011-11-11 11:11:11,242
246,1,2011-11-11 11:11:11,243
247,1,2011-11-11 11:11:11,244
248,1,2011-11-11 11:11:11,245
249,1,2011-11-11 11:11:11,246
250,1,2011-11-11 11:11:11,247
251,1,2011-11-11 11:11:11,248
252,1,2011-11-11 11:11:11,249
253,1,2011-11-11 11:11:11,250
254,1,2011-11-11 11:11:11,251
255,1,2011-11-11 11:11:11,252
256,1,2011-11-11 11:11:11,253
257,1,2011-11-11 11:11:11,254
258,1,2011-11-11 11:11:11,255
259,1,2011-11-11 11:11:11,256
260,1,2011-11-11 11:11:11,257
261,1,2011-11-11 11:11:11,258
262,1,2011-11-11 11:11:11,259
263,1,2011-11-11 11:11:11,260
264,1,2011-11-11 11:11:11,261
265,1,2011-11-11 11:11:11,262
266,1,2011-11-11 11:11:11,263
267,1,2011-11-11 11:11:11,264
268,1,2011-11-11 11:11:11,265
269,1,2011-11-11 11:11:11,266
270,1,2011-11-11 11:11:11,267
271,1,2011-11-11 11:11:11,268
272,1,2011-11-11 11:11:11,269
273,1,2011-11-11 11:11:11,270
274,1,2011-11-11 11:11:11,271
275,1,2011-11-11 11:11:11,272
276,1,2011-11-11 11:11:11,273
277,1,2011-11-11 11:11:11,274
278,1,2011-11-11 11:11:11,275
279,1,2011-11-11 11:11:11,276
280,1,2011-11-11 11:11:11,17
281,1,2011-11-11 11:11:11,277
282,1,2011-11-11 11:11:11,278
283,1,2011-11-11 11:11:11,279
284,1,2011-11-11 11:11:11,280
285,1,2011-11-11 11:11:11,281
286,1,2011-11-11 11:11:11,282
287,1,2011-11-11 11:11:11,283
288,1,2011-11-11 11:11:11,284
289,1,2011-11-11 11:11:11,285
290,1,2011-11-11 11:11:11,286
291,1,2011-11-11 11:11:11,287
292,1,2011-11-11 11:11:11,288
293,1,2011-11-11 11:11:11,289
294,1,2011-11-11 11:11:11,290
295,1,2011-11-11 11:11:11,291
296,1,2011-11-11 11:11:11,292
297,1,2011-11-11 11:11:11,293
298,1,2011-11-11 11:11:11,294
299,1,2011-11-11 11:11:11,295
300,1,2011-11-11 11:11:11,296
301,1,2011-11-11 11:11:11,297
302,1,2011-11-11 11:11:11,298
303,1,2011-11-11 11:11:11,299
304,1,2011-11-11 11:11:11,300
305,1,2011-11-11 11:11:11,301
306,1,2011-11-11 11:11:11,302
307,1,2011-11-11 11:11:11,303
308,1,2011-11-11 11:11:11,304
309,1,2011-11-11 11:11:11,305
310,1,2011-11-11 11:11:11,306
311,1,2011-11-11 11:11:11,307
312,1,2011-11-11 11:11:11,308
313,1,2011-11-11 11:11:11,309
314,1,2011-11-11 11:11:11,310
315,1,2011-11-11 11:11:11,311
316,1,2011-11-11 11:11:11,312
317,1,2011-11-11 11:11:11,313
318,1,2011-11-11 11:11:11,314
319,1,2011-11-11 11:11:11,315
320,1,2011-11-11 11:11:11,316
321,1,2011-11-11 11:11:11,317
322,1,2011-11-11 11:11:11,318
323,1,2011-11-11 11:11:11,319
324,1,2011-11-11 11:11:11,320
325,1,2011-11-11 11:11:11,321
326,1,2011-11-11 11:11:11,322
327,1,2011-11-11 11:11:11,323
328,1,2011-11-11 11:11:11,324
329,1,2011-11-11 11:11:11,325
330,1,2011-11-11 11:11:11,326
331,1,2011-11-11 11:11:11,327
332,1,2011-11-11 11:11:11,328
333,1,2011-11-11 11:11:11,51
334,1,2011-11-11 11:11:11,329
335,1,2011-11-11 11:11:11,330
336,1,2011-11-11 11:11:11,331
337,1,2011-11-11 11:11:11,332
338,1,2011-11-11 11:11:11,333
339,1,2011-11-11 11:11:11,334
340,1,2011-11-11 11:11:11,335
341,1,2011-11-11 11:11:11,16
342,1,2011-11-11 11:11:11,336
343,1,2011-11-11 11:11:11,337
344,1,2011-11-11 11:11:11,338
345,1,2011-11-11 11:11:11,339
346,1,2011-11-11 11:11:11,340
347,1,2011-11-11 11:11:11,341
348,1,2011-11-11 11:11:11,342
349,1,2011-11-11 11:11:11,343
350,1,2011-11-11 11:11:11,344
351,1,2011-11-11 11:11:11,345
352,1,2011-11-11 11:11:11,346
353,1,2011-11-11 11:11:11,347
354,1,2011-11-11 11:11:11,348
355,1,2011-11-11 11:11:11,349
356,1,2011-11-11 11:11:11,350
357,1,2011-11-11 11:11:11,351
358,1,2011-11-11 11:11:11,352
359,1,2011-11-11 11:11:11,353
360,1,2011-11-11 11:11:11,354
361,1,2011-11-11 11:11:11,355
362,1,2011-11-11 11:11:11,356
363,1,2011-11-11 11:11:11,357
364,1,2011-11-11 11:11:11,358
365,1,2011-11-11 11:11:11,359
366,1,2011-11-11 11:11:11,360
367,1,2011-11-11 11:11:11,361
368,1,2011-11-11 11:11:11,362
369,1,2011-11-11 11:11:11,363
370,1,2011-11-11 11:11:11,364
371,1,2011-11-11 11:11:11,365
372,1,2011-11-11 11:11:11,366
373,1,2011-11-11 11:11:11,51
374,1,2011-11-11 11:11:11,367
375,1,2011-11-11 11:11:11,368
376,1,2011-11-11 11:11:11,369
377,1,2011-11-11 11:11:11,370
378,1,2011-11-11 11:11:11,371
379,1,2011-11-11 11:11:11,372
380,1,2011-11-11 11:11:11,373
381,1,2011-11-11 11:11:11,206
382,1,2011-11-11 11:11:11,374
383,1,2011-11-11 11:11:11,375
384,1,2011-11-11 11:11:11,376
385,1,2011-11-11 11:11:11,377
386,1,2011-11-11 11:11:11,378
387,1,2011-11-11 11:11:11,379
388,1,2011-11-11 11:11:11,380
389,1,2011-11-11 11:11:11,381
390,1,2011-11-11 11:11:11,382
391,1,2011-11-11 11:11:11,383
392,1,2011-11-11 11:11:11,384
393,1,2011-11-11 11:11:11,385
394,1,2011-11-11 11:11:11,386
395,1,2011-11-11 11:11:11,387
396,1,2011-11-11 11:11:11,388
397,1,2011-11-11 11:11:11,389
398,1,2011-11-11 11:11:11,390
399,1,2011-11-11 11:11:11,391
400,1,2011-11-11 11:11:11,392
401,1,2011-11-11 11:11:11,393
402,1,2011-11-11 11:11:11,394
403,1,2011-11-11 11:11:11,309
404,1,2011-11-11 11:11:11,395
405,1,2011-11-11 11:11:11,396
406,1,2011-11-11 11:11:11,397
407,1,2011-11-11 11:11:11,398
408,1,2011-11-11 11:11:11,399
409,1,2011-11-11 11:11:11,400
410,1,2011-11-11 11:11:11,401
411,1,2011-11-11 11:11:11,402
412,1,2011-11-11 11:11:11,403
413,1,2011-11-11 11:11:11,404
414,1,2011-11-11 11:11:11,405
415,1,2011-11-11 11:11:11,406
416,1,2011-11-11 11:11:11,11
417,1,2011-11-11 11:11:11,407
418,1,2011-11-11 11:11:11,408
419,1,2011-11-11 11:11:11,409
420,1,2011-11-11 11:11:11,410
421,1,2011-11-11 11:11:11,411
422,1,2011-11-11 11:11:11,412
423,1,2011-11-11 11:11:11,413
424,1,2011-11-11 11:11:11,414
425,1,2011-11-11 11:11:11,415
426,1,2011-11-11 11:11:11,416
427,1,2011-11-11 11:11:11,417
428,1,2011-11-11 11:11:11,418
429,1,2011-11-11 11:11:11,419
430,1,2011-11-11 11:11:11,420
431,1,2011-11-11 11:11:11,421
432,1,2011-11-11 11:11:11,422
433,1,2011-11-11 11:11:11,423
434,1,2011-11-11 11:11:11,424
435,1,2011-11-11 11:11:11,177
436,1,2011-11-11 11:11:11,309
437,1,2011-11-11 11:11:11,425
438,1,2011-11-11 11:11:11,426
439,1,2011-11-11 11:11:11,427
440,1,2011-11-11 11:11:11,428
441,1,2011-11-11 11:11:11,429
442,1,2011-11-11 11:11:11,430
443,1,2011-11-11 11:11:11,431
444,1,2011-11-11 11:11:11,432
445,1,2011-11-11 11:11:11,433
446,1,2011-11-11 11:11:11,434
447,1,2011-11-11 11:11:11,435
448,1,2011-11-11 11:11:11,436
449,1,2011-11-11 11:11:11,437
450,1,2011-11-11 11:11:11,438
451,1,2011-11-11 11:11:11,439
452,1,2011-11-11 11:11:11,440
453,1,2011-11-11 11:11:11,441
454,1,2011-11-11 11:11:11,442
455,1,2011-11-11 11:11:11,443
456,1,2011-11-11 11:11:11,444
457,1,2011-11-11 11:11:11,445
458,1,2011-11-11 11:11:11,446
459,1,2011-11-11 11:11:11,447
460,1,2011-11-11 11:11:11,448
461,1,2011-11-11 11:11:11,449
462,1,2011-11-11 11:11:11,450
463,1,2011-11-11 11:11:11,451
464,1,2011-11-11 11:11:11,452
465,1,2011-11-11 11:11:11,453
466,1,2011-11-11 11:11:11,454
467,1,2011-11-11 11:11:11,455
468,1,2011-11-11 11:11:11,456
469,1,2011-11-11 11:11:11,457
470,1,2011-11-11 11:11:11,458
471,1,2011-11-11 11:11:11,459
472,1,2011-11-11 11:11:11,460
473,1,2011-11-11 11:11:11,461
474,1,2011-11-11 11:11:11,134
475,1,2011-11-11 11:11:11,462
476,1,2011-11-11 11:11:11,463
477,1,2011-11-11 11:11:11,464
478,1,2011-11-11 11:11:11,465
479,1,2011-11-11 11:11:11,466
480,1,2011-11-11 11:11:11,467
481,1,2011-11-11 11:11:11,468
482,1,2011-11-11 11:11:11,469
483,1,2011-11-11 11:11:11,470
484,1,2011-11-11 11:11:11,471
485,1,2011-11-11 11:11:11,472
486,1,2011-11-11 11:11:11,473
487,1,2011-11-11 11:11:11,474
488,1,2011-11-11 11:11:11,475
489,1,2011-11-11 11:11:11,476
490,1,2011-11-11 11:11:11,477
491,1,2011-11-11 11:11:11,478
492,1,2011-11-11 11:11:11,479
493,1,2011-11-11 11:11:11,480
494,1,2011-11-11 11:11:11,481
495,1,2011-11-11 11:11:11,482
496,1,2011-11-11 11:11:11,483
497,1,2011-11-11 11:11:11,484
498,1,2011-11-11 11:11:11,485
499,1,2011-11-11 11:11:11,486
500,1,2011-11-11 11:11:11,487
501,1,2011-11-11 11:11:11,488
502,1,2011-11-11 11:11:11,489
503,1,2011-11-11 11:11:11,490
504,1,2011-11-11 11:11:11,491
505,1,2011-11-11 11:11:11,492
506,1,2011-11-11 11:11:11,493
507,1,2011-11-11 11:11:11,494
508,1,2011-11-11 11:11:11,495
509,1,2011-11-11 11:11:11,496
510,1,2011-11-11 11:11:11,497
511,1,2011-11-11 11:11:11,498
512,1,2011-11-11 11:11:11,499
513,1,2011-11-11 11:11:11,500
514,1,2011-11-11 11:11:11,501
515,1,2011-11-11 11:11:11,502
516,1,2011-11-11 11:11:11,503
517,1,2011-11-11 11:11:11,504
518,1,2011-11-11 11:11:11,505
519,1,2011-11-11 11:11:11,506
520,1,2011-11-11 11:11:11,507
521,1,2011-11-11 11:11:11,508
522,1,2011-11-11 11:11:11,509
523,1,2011-11-11 11:11:11,510
524,1,2011-11-11 11:11:11,511
525,1,2011-11-11 11:11:11,512
526,1,2011-11-11 11:11:11,513
527,1,2011-11-11 11:11:11,514
528,1,2011-11-11 11:11:11,515
529,1,2011-11-11 11:11:11,516
530,1,2011-11-11 11:11:11,517
531,1,2011-11-11 11:11:11,518
532,1,2011-11-11 11:11:11,519
533,1,2011-11-11 11:11:11,520
534,1,2011-11-11 11:11:11,521
535,1,2011-11-11 11:11:11,522
536,1,2011-11-11 11:11:11,523
537,1,2011-11-11 11:11:11,524
538,1,2011-11-11 11:11:11,525
539,1,2011-11-11 11:11:11,526
540,1,2011-11-11 11:11:11,527
541,1,2011-11-11 11:11:11,528
542,1,2011-11-11 11:11:11,529
543,1,2011-11-11 11:11:11,530
544,1,2011-11-11 11:11:11,531
545,1,2011-11-11 11:11:11,532
546,1,2011-11-11 11:11:11,533
547,1,2011-11-11 11:11:11,534
548,1,2011-11-11 11:11:11,535
549,1,2011-11-11 11:11:11,536
550,1,2011-11-11 11:11:11,537
551,1,2011-11-11 11:11:11,538
552,1,2011-11-11 11:11:11,539
553,1,2011-11-11 11:11:11,51
554,1,2011-11-11 11:11:11,11
555,1,2011-11-11 11:11:11,329
556,1,2011-11-11 11:11:11,540
557,1,2011-11-11 11:11:11,541
558,1,2011-11-11 11:11:11,542
559,1,2011-11-11 11:11:11,543
560,1,2011-11-11 11:11:11,544
561,1,2011-11-11 11:11:11,545
562,1,2011-11-11 11:11:11,546
563,1,2011-11-11 11:11:11,547
564,1,2011-11-11 11:11:11,548
565,1,2011-11-11 11:11:11,549
566,1,2011-11-11 11:11:11,550
567,1,2011-11-11 11:11:11,457
568,1,2011-11-11 11:11:11,551
569,1,2011-11-11 11:11:11,552
570,1,2011-11-11 11:11:11,553
571,1,2011-11-11 11:11:11,554
572,1,2011-11-11 11:11:11,555
573,1,2011-11-11 11:11:11,556
574,1,2011-11-11 11:11:11,557
575,1,2011-11-11 11:11:11,558
576,1,2011-11-11 11:11:11,559
577,1,2011-11-11 11:11:11,560
578,1,2011-11-11 11:11:11,561
579,1,2011-11-11 11:11:11,562
580,1,2011-11-11 11:11:11,563
581,1,2011-11-11 11:11:11,564
582,1,2011-11-11 11:11:11,565
583,1,2011-11-11 11:11:11,566
584,1,2011-11-11 11:11:11,567
585,1,2011-11-11 11:11:11,568
586,1,2011-11-11 11:11:11,569
587,1,2011-11-11 11:11:11,570
588,1,2011-11-11 11:11:11,571
589,1,2011-11-11 11:11:11,572
590,1,2011-11-11 11:11:11,573
591,1,2011-11-11 11:11:11,574
592,1,2011-11-11 11:11:11,575
593,1,2011-11-11 11:11:11,576
594,1,2011-11-11 11:11:11,577
595,1,2011-11-11 11:11:11,578
596,1,2011-11-11 11:11:11,579
597,1,2011-11-11 11:11:11,580
598,1,2011-11-11 11:11:11,581
599,1,2011-11-11 11:11:11,582
600,1,2011-11-11 11:11:11,583
601,1,2011-11-11 11:11:11,584
602,1,2011-11-11 11:11:11,585
603,1,2011-11-11 11:11:11,586
604,1,2011-11-11 11:11:11,570
605,1,2011-11-11 11:11:11,587
606,1,2011-11-11 11:11:11,588
607,1,2011-11-11 11:11:11,589
608,1,2011-11-11 11:11:11,590
609,1,2011-11-11 11:11:11,591
610,1,2011-11-11 11:11:11,592
611,1,2011-11-11 11:11:11,593
612,1,2011-11-11 11:11:11,594
613,1,2011-11-11 11:11:11,595
614,1,2011-11-11 11:11:11,596
615,1,2011-11-11 11:11:11,597
616,1,2011-11-11 11:11:11,598
617,1,2011-11-11 11:11:11,599
618,1,2011-11-11 11:11:11,600
619,1,2011-11-11 11:11:11,601
620,1,2011-11-11 11:11:11,602
621,1,2011-11-11 11:11:11,603
622,1,2011-11-11 11:11:11,604
623,1,2011-11-11 11:11:11,605
624,1,2011-11-11 11:11:11,606
625,1,2011-11-11 11:11:11,607
626,1,2011-11-11 11:11:11,608
627,1,2011-11-11 11:11:11,609
628,1,2011-11-11 11:11:11,610
629,1,2011-11-11 11:11:11,611
630,1,2011-11-11 11:11:11,612
631,1,2011-11-11 11:11:11,613
632,1,2011-11-11 11:11:11,614
633,1,2011-11-11 11:11:11,615
634,1,2011-11-11 11:11:11,616
635,1,2011-11-11 11:11:11,617
636,1,2011-11-11 11:11:11,618
637,1,2011-11-11 11:11:11,588
638,1,2011-11-11 11:11:11,619
639,1,2011-11-11 11:11:11,620
640,1,2011-11-11 11:11:11,621
641,1,2011-11-11 11:11:11,622
642,1,2011-11-11 11:11:11,623
643,1,2011-11-11 11:11:11,624
644,1,2011-11-11 11:11:11,625
645,1,2011-11-11 11:11:11,626
646,1,2011-11-11 11:11:11,627
647,1,2011-11-11 11:11:11,628
648,1,2011-11-11 11:11:11,629
649,1,2011-11-11 11:11:11,630
650,1,2011-11-11 11:11:11,631
651,1,2011-11-11 11:11:11,632
652,1,2011-11-11 11:11:11,633
653,1,2011-11-11 11:11:11,634
654,1,2011-11-11 11:11:11,635
655,1,2011-11-11 11:11:11,636
656,1,2011-11-11 11:11:11,637
657,1,2011-11-11 11:11:11,638
658,1,2011-11-11 11:11:11,639
659,1,2011-11-11 11:11:11,640
660,1,2011-11-11 11:11:11,641
661,1,2011-11-11 11:11:11,642
662,1,2011-11-11 11:11:11,643
663,1,2011-11-11 11:11:11,644
664,1,2011-11-11 11:11:11,645
665,1,2011-11-11 11:11:11,646
666,1,2011-11-11 11:11:11,647
667,1,2011-11-11 11:11:11,648
668,1,2011-11-11 11:11:11,649
669,1,2011-11-11 11:11:11,650
670,1,2011-11-11 11:11:11,651
671,1,2011-11-11 11:11:11,652
672,1,2011-11-11 11:11:11,653
673,1,2011-11-11 11:11:11,51
674,1,2011-11-11 11:11:11,654
675,1,2011-11-11 11:11:11,655
676,1,2011-11-11 11:11:11,656
677,1,2011-11-11 11:11:11,657
678,1,2011-11-11 11:11:11,658
679,1,2011-11-11 11:11:11,659
680,1,2011-11-11 11:11:11,660
681,1,2011-11-11 11:11:11,661
682,1,2011-11-11 11:11:11,662
683,1,2011-11-11 11:11:11,663
684,1,2011-11-11 11:11:11,664
685,1,2011-11-11 11:11:11,665
686,1,2011-11-11 11:11:11,666
687,1,2011-11-11 11:11:11,667
688,1,2011-11-11 11:11:11,668
689,1,2011-11-11 11:11:11,669
690,1,2011-11-11 11:11:11,670
691,1,2011-11-11 11:11:11,671
692,1,2011-11-11 11:11:11,672
693,1,2011-11-11 11:11:11,673
694,1,2011-11-11 11:11:11,674
695,1,2011-11-11 11:11:11,51
696,1,2011-11-11 11:11:11,675
697,1,2011-11-11 11:11:11,676
698,1,2011-11-11 11:11:11,677
699,1,2011-11-11 11:11:11,678
700,1,2011-11-11 11:11:11,679
701,1,2011-11-11 11:11:11,680
702,1,2011-11-11 11:11:11,681
703,1,2011-11-11 11:11:11,682
704,1,2011-11-11 11:11:11,683
705,1,2011-11-11 11:11:11,684
706,1,2011-11-11 11:11:11,685
707,1,2011-11-11 11:11:11,686
708,1,2011-11-11 11:11:11,687
709,1,2011-11-11 11:11:11,688
710,1,2011-11-11 11:11:11,689
711,1,2011-11-11 11:11:11,690
712,1,2011-11-11 11:11:11,691
713,1,2011-11-11 11:11:11,692
714,1,2011-11-11 11:11:11,693
715,1,2011-11-11 11:11:11,694
716,1,2011-11-11 11:11:11,695
717,1,2011-11-11 11:11:11,696
718,1,2011-11-11 11:11:11,697
719,1,2011-11-11 11:11:11,698
720,1,2011-11-11 11:11:11,699
721,1,2011-11-11 11:11:11,700
722,1,2011-11-11 11:11:11,701
723,1,2011-11-11 11:11:11,702
724,1,2011-11-11 11:11:11,703
725,1,2011-11-11 11:11:11,704
726,1,2011-11-11 11:11:11,705
727,1,2011-11-11 11:11:11,706
728,1,2011-11-11 11:11:11,707
729,1,2011-11-11 11:11:11,708
730,1,2011-11-11 11:11:11,709
731,1,2011-11-11 11:11:11,710
732,1,2011-11-11 11:11:11,711
733,1,2011-11-11 11:11:11,712
734,1,2011-11-11 11:11:11,713
